Array Selection Sort:
It took 0.315605 seconds to sort 15000 elements. 
18,                                                   11510497100111
28,                                                  115117112101114
30,                                                          7777777
33,                                                                0
49,                                                  115117110115104
76,                                                      10211799107
94,                                                   12197110107101
102,                                                   99111114118101
105,                                                   10410197116104
147,                                                   10210111411497
156,                                                   10197103108101
189,                                                   99111102102101
212,                                                   11210810197115
214,                                                     991041059997
225,                                                   98105103100105
314,                                                     981089799107
335,                                                  104101108112109
340,                                                  112111111107105
346,                                                    9897110100105
349,                                                    1129799107101
372,                                                  120120120120120
419,                                                  115116101108108
438,                                                       1069799107
452,                                                   99111112112101
469,                                                   11210497110116
471,                                                   12097118105101
474,                                                  112111119101114
482,                                                   10410197118101
494,                                                  104111111116101
519,                                                    9711510010249
549,                                                  108111118101108
571,                                                   10011410197109
594,                                                   11597109109121
634,                                                  103111111103108
664,                                                  115104111114116
667,                                                  100105101115101
692,                                                   10810512297114
698,                                                   11511697114103
699,                                                  115105109112115
704,                                                  111108105118105
716,                                                   10211497110107
734,                                                  115121115116101
807,                                                    1029711011697
808,                                                             9999
831,                                                    9710810599105
856,                                                    1001179997116
863,                                                   99104111112112
879,                                                  101117103101110
913,                                                    9897120116101
924,                                                             1981
928,                                                  101108118105115
961,                                                     981119898121
988,                                                    1191111099897
1005,                                                   10212110299110
1049,                                                   10810197116104
1062,                                                  119111108118101
1063,                                                  115116105110103
1101,                                                  112111110116105
1145,                                                    9810510310997
1160,                                                    9997115105110
1171,                                                  115119111114100
1208,                                                   11611111411097
1253,                                                         31415926
1276,                                                  108101116109101
1301,                                                    1151169799101
1306,                                                   10010211810398
1308,                                                   99104105112112
1316,                                                  119111111100121
1371,                                                   11511711010097
1383,                                                     999711897108
1385,                                                   11611411799107
1415,                                                  103111108100105
1421,                                                  114111110110105
1430,                                                   11210512212297
1444,                                                   10497109108101
1448,                                                           456456
1473,                                                          1478963
1509,                                                    9910497114103
1526,                                                  114117115116121
1554,                                                  101108101109101
1574,                                                  112104105108105
1577,                                                   97114116105115
1584,                                                   11997116115111
1585,                                                  112111105115111
1596,                                                    1099711497116
1608,                                                   11611411110998
1638,                                                  119104111114101
1673,                                                        123454321
1684,                                                   10997100110101
1698,                                                  115109105108101
1699,                                                   10910599104101
1729,                                                           911911
1744,                                                   11997116101114
1750,                                                   99111110110101
1766,                                                  102101114114101
1783,                                                  112101114115111
1786,                                                  109111114114105
1827,                                                  100101101100101
1829,                                                   97112114105108
1834,                                                  112117110107114
1838,                                                   10897114114121
1855,                                                     491134911349
1892,                                                  100111100103101
1894,                                                         44444444
1924,                                                  105108111118101
1949,                                                   10511010297110
1953,                                                  100105108108111
1958,                                                  118101108118101
1978,                                                      98105114100
1987,                                                   10997120105110
2021,                                                             1960
2063,                                                  115107105116116
2076,                                                    1099710899111
2093,                                                  115116105109112
2111,                                                  108105113117105
2119,                                                    1151169711499
2161,                                                   10897116105110
2164,                                                   10397110103115
2190,                                                    9811411799101
2225,                                                   98101110100101
2227,                                                  119105115100111
2243,                                                   97108105101110
2260,                                                     104101108108
2270,                                                     989711499101
2278,                                                    1169710997114
2298,                                                  112111111112101
2303,                                                      10897100121
2318,                                                  119111111107105
2345,                                                    9910110810599
2352,                                                    1159997114108
2364,                                                  115105116104108
2457,                                                    1151019897115
2464,                                                   10411111698111
2480,                                                   10797116101114
2486,                                                    9910897117100
2499,                                                   11210599116117
2508,                                                   11397122119115
2514,                                                     106111115104
2552,                                                  114111103101114
2584,                                                  100111110110105
2628,                                                   10012110897110
2629,                                                      10010197100
2644,                                                    1151129799101
2697,                                                     971141019753
2701,                                                                0
2714,                                                  106117100105116
2749,                                                  113119101114116
2754,                                                   10697109109101
2783,                                                  115110117103103
2791,                                                   10497121100101
2796,                                                    9997114111108
2814,                                                  106101115115101
2850,                                                   11611410599107
2854,                                                  112117112112121
2860,                                                  108111111107101
2894,                                                   98105108108105
2948,                                                   10497115116105
2975,                                                   99111111108109
2983,                                                      98979812198
3001,                                                  103105122109111
3064,                                                     115109117116
3088,                                                     999711099101
3093,                                                        321654987
3135,                                                  122120122120122
3139,                                                  115117112101114
3163,                                                   84117114107101
3167,                                                    1091051149799
3182,                                                   12210510097110
3194,                                                  103111118111108
3200,                                                    9911410197109
3203,                                                    9811412197110
3215,                                                  109111100101108
3244,                                                  104111104111104
3251,                                                     991049799104
3265,                                                  112111111110116
3275,                                                    9811711699104
3276,                                                   97114115101110
3322,                                                    9911110910599
3324,                                                    9911199107115
3355,                                                   10211710397122
3372,                                                  122101110105116
3381,                                                    1151089799107
3415,                                                   11511611199107
3431,                                                  100105110111115
3486,                                                   11510712111997
3507,                                                   10297103103111
3512,                                                    9910497110101
3515,                                                    9897108108111
3573,                                                  109105108101110
3594,                                                      10097108101
3597,                                                     971109799111
3647,                                                  115119111114100
3649,                                                   11597110100101
3662,                                                  107101110115104
3702,                                                   10010198111114
3719,                                                      11711510999
3726,                                                   11510997108108
3732,                                                  112111109112101
3748,                                                     102979910597
3772,                                                  117110100101114
3778,                                                  112111111116101
3788,                                                  103114105110103
3801,                                                     999711097100
3806,                                                    9711010510997
3878,                                                  112101116101114
3890,                                                   10311197108105
3919,                                                      11349505152
3932,                                                  101117114111112
3953,                                                  119104105116101
3984,                                                   10397114103111
3998,                                                           656565
4004,                                                    1199710810997
4023,                                                     103103103103
4029,                                                     101114105107
4032,                                                  100101110105115
4064,                                                   11097116117114
4101,                                                      11611797110
4128,                                                    9811111711099
4141,                                                  115117110102108
4153,                                                  114101115112101
4171,                                                    9911111011697
4175,                                                   98108117101100
4182,                                                   12210510312297
4195,                                                   11311797114116
4201,                                                   10910599104101
4243,                                                            80808
4248,                                                     115104117110
4256,                                                   11210597110111
4265,                                                   10211711698111
4307,                                                   10910197116104
4333,                                                         14725836
4341,                                                   11611410597110
4361,                                                   10610197110110
4362,                                                  103114101116122
4377,                                                    1221209911898
4401,                                                  111114105103105
4425,                                                     981019799104
4433,                                                   12097110100101
4446,                                                      11311797110
4459,                                                  106101115115105
4478,                                                    9897100103105
4494,                                                  115116111110101
4509,                                                     106979911198
4511,                                                     104111110103
4532,                                                    9710997122105
